transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,payment_status,source,email_masked,phone_masked,revenue,year,month,month_name,quarter,day_of_week,is_weekend
450,76,Cindy Lewis,105,45000.0,Tv,Electronics,online,Chennai,2025-09-17,2,NetBanking,0.1,successful,retail_data1,ed29090e1794416eed67,4c19e6787a0fef42176a,81000.0,2025,9,Sep,3,Wednesday,False
451,191,Megan Nguyen,105,45000.0,Tv,Electronics,offline,Bangalore,2026-01-24,3,UPI,0.4,successful,retail_data1,5782d17758095f696a4c,4d3594f18b8fb4617ece,81000.0,2026,1,Jan,1,Saturday,True
452,215,Crystal Aguilar,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-03-07,4,Card,0.15,successful,retail_data1,e09d7b327f4e1686347b,9c6c2ef9c58e8005acec,4420.0,2025,3,Mar,1,Friday,False
453,382,Billy Ramirez,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2025-09-06,1,Card,0.25,successful,retail_data1,17dac5693954bfe4c1a9,503fc88403f0f66baff1,11250.0,2025,9,Sep,3,Saturday,True
454,185,Sarah Cohen,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2026-01-01,1,NetBanking,0.3,successful,retail_data1,333c07cb15baa9936912,c3712709e9e1e3e6401c,10500.0,2026,1,Jan,1,Thursday,False
455,516,Brittany Roberts,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2025-11-03,4,Cash,0.05,successful,retail_data1,76b48549391dbcc08ff0,50ec3e6950b857c8ef0d,57000.0,2025,11,Nov,4,Monday,False
456,622,Hannah Bell,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-09-11,3,UPI,0.05,successful,retail_data1,f9a7b53c5a0c8bffbb60,01fc8e46a09a82c6be9f,42750.0,2025,9,Sep,3,Thursday,False
457,985,Lindsey Rivas,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-09-13,3,UPI,0.3,successful,retail_data1,352b1643ccf0cef45629,a6e086a8565cfdc9f121,16800.0,2025,9,Sep,3,Saturday,True
458,574,Carl Barrera,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-02-20,2,Cash,0.3,successful,retail_data1,65bac5b5f62828c20a2a,674792b053f9bd17b17c,112000.0,2026,2,Feb,1,Friday,False
459,31,Lisa Velazquez,102,70000.0,Phone,Electronics,offline,Bangalore,2025-03-08,5,Card,0.35,successful,retail_data1,743cf88309ecb2bc02cb,6b8f43b2ba0cd6499565,227500.0,2025,3,Mar,1,Saturday,True
460,900,Gary Phillips,103,1300.0,Shirt,Clothing,online,Bangalore,2025-06-10,1,Card,0.15,successful,retail_data1,3abfea9493531af3494a,31df1d57dc8ffc550bce,1105.0,2025,6,Jun,2,Tuesday,False
461,196,Mary Hicks,101,250000.0,Laptop,Electronics,offline,Chennai,2026-04-05,5,Card,0.3,successful,retail_data1,d22b758cf70ee891e774,7b29c7b984602ab7e20a,875000.0,2026,4,Apr,2,Sunday,True
462,116,Doris Banks,102,70000.0,Phone,Electronics,offline,Delhi,2025-09-17,2,Card,0.25,successful,retail_data1,0ab053522f3e30c644ab,f216c5ed88ba2de282f5,105000.0,2025,9,Sep,3,Wednesday,False
463,121,Deborah Vang,105,45000.0,Tv,Electronics,offline,Delhi,2025-10-25,2,Cash,0.35,successful,retail_data1,48c600cec01cf4c4e8c3,2065ba2423d4ce7e0d75,58500.0,2025,10,Oct,4,Saturday,True
464,963,Laura Stevenson,104,8000.0,Shoes,Clothing,online,Chennai,2026-02-16,5,NetBanking,0.15,successful,retail_data1,b995779805ba57ae0d0e,9c3bdde1ba8f453b80c0,34000.0,2026,2,Feb,1,Monday,False
465,425,Lindsay Buchanan,102,70000.0,Phone,Electronics,online,Hyderabad,2025-08-13,5,Cash,0.05,successful,retail_data1,b7a2e0353ae0edc0414c,8cbf90cfc45066a89223,332500.0,2025,8,Aug,3,Wednesday,False
466,97,Joseph Nolan,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-08-04,5,Cash,0.4,successful,retail_data1,fc3683a5d6f99fdecf3b,916f221efdbe67fe3019,195000.0,2025,8,Aug,3,Monday,False
467,375,Jessica Harrell,101,250000.0,Laptop,Electronics,online,Chennai,2025-08-27,2,NetBanking,0.3,successful,retail_data1,ee06e7a6761bcfc1745d,2fb8dd009d7d74442db3,350000.0,2025,8,Aug,3,Wednesday,False
468,322,Allison Foster,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2026-02-28,4,Card,0.2,successful,retail_data1,5ff3a34393adaf6d3874,74b4bff500186e325d65,208000.0,2026,2,Feb,1,Saturday,True
469,902,Logan Reyes,106,80000.0,Sofa,Furniture,online,Mumbai,2025-11-15,1,NetBanking,0.4,successful,retail_data1,4328f316f8c609f91085,07a3f5fac05ead144f53,48000.0,2025,11,Nov,4,Saturday,True
470,482,Nathaniel Montes,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-07-04,4,Cash,0.05,successful,retail_data1,070284d69cebaba0f34a,90b573fdaf282ff5a451,247000.0,2025,7,Jul,3,Friday,False
471,548,Jesse King,106,80000.0,Sofa,Furniture,online,Mumbai,2026-04-03,1,UPI,0.15,successful,retail_data1,525da10228f4d7aec932,31bb918075443a8ee1c8,68000.0,2026,4,Apr,2,Friday,False
472,147,Rebecca Wallace,101,250000.0,Laptop,Electronics,offline,Chennai,2026-03-15,4,Cash,0.4,successful,retail_data1,3b797168cf9444723183,397528cd97b56baabbfe,600000.0,2026,3,Mar,1,Sunday,True
473,877,John Warren,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2026-01-28,3,NetBanking,0.35,successful,retail_data1,9f002ac63381289e8bbf,617b9b868dbb0b146c48,126750.0,2026,1,Jan,1,Wednesday,False
474,633,Julie Jackson,103,1300.0,Shirt,Clothing,online,Delhi,2025-08-01,5,Cash,0.05,successful,retail_data1,812914589c86f9387a3b,2866e2f73e1ea4faff5f,6175.0,2025,8,Aug,3,Friday,False
475,666,Emily Griffith,105,45000.0,Tv,Electronics,online,Mumbai,2026-01-17,3,Cash,0.05,successful,retail_data1,3cf85c8cca0dce338eb6,d1147e14a158bbb7a5b5,128250.0,2026,1,Jan,1,Saturday,True
476,351,Brandi Meyer,102,70000.0,Phone,Electronics,online,Bangalore,2025-04-11,2,UPI,0.4,successful,retail_data1,ee0d5607ff000ef0cae9,6e63c103dfcb31e60730,84000.0,2025,4,Apr,2,Friday,False
477,305,Zachary Cabrera,101,250000.0,Laptop,Electronics,offline,Delhi,2025-04-24,1,Cash,0.35,successful,retail_data1,daa13b369137878266ad,3a03cd3d27757ff06ff9,162500.0,2025,4,Apr,2,Thursday,False
478,182,Kathleen Castro,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-04-22,2,NetBanking,0.25,successful,retail_data1,b968291086a95323d5bb,b72483a9cf60cd853b5d,22500.0,2025,4,Apr,2,Tuesday,False
479,181,Maria Robinson,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2026-04-04,5,Card,0.05,successful,retail_data1,35422c1d429d29fd2762,761a4db1a445480e43cd,308750.0,2026,4,Apr,2,Saturday,True
480,15,Robin Ray,101,250000.0,Laptop,Electronics,online,Chennai,2025-12-07,2,Card,0.05,successful,retail_data1,fc075d18e93a753f07de,7ec8485ae63ea5ebd4ad,475000.0,2025,12,Dec,4,Sunday,True
481,724,Kimberly Winters,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-06-26,5,Cash,0.25,successful,retail_data1,0ff3b92ed6c76c752922,663f4479d76848d58d46,56250.0,2025,6,Jun,2,Thursday,False
482,246,Franklin Carlson,101,250000.0,Laptop,Electronics,online,Delhi,2025-12-25,4,Card,0.2,successful,retail_data1,785a2535b90fdf4dcfec,96277b1b0ada4642046e,800000.0,2025,12,Dec,4,Thursday,False
483,853,James Guerrero,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2026-08-04,4,UPI,0.25,successful,retail_data1,12d362225a57b02c41b0,7c51ef5252406d14553f,195000.0,2026,8,Aug,3,Tuesday,False
484,45,Tasha Baker,103,1300.0,Shirt,Clothing,offline,Delhi,2025-05-01,4,NetBanking,0.05,successful,retail_data1,9ee2bff76016cc468aed,ac3e5e3a690e5f8da660,4940.0,2025,5,May,2,Thursday,False
485,208,Matthew Berry,102,70000.0,Phone,Electronics,online,Hyderabad,2025-08-04,1,Card,0.3,successful,retail_data1,1550a4a4ab3b8cfd3722,de5dabc0e7f7b95fd8e2,49000.0,2025,8,Aug,3,Monday,False
486,787,Lauren Wallace,105,45000.0,Tv,Electronics,online,Hyderabad,2026-02-22,1,Card,0.3,successful,retail_data1,77e348763d3f4e0523e0,ae6d79cf412aa86bd718,31500.0,2026,2,Feb,1,Sunday,True
487,272,Gary Gilbert,105,45000.0,Tv,Electronics,offline,Delhi,2025-09-19,5,Cash,0.35,successful,retail_data1,e0471c235dff29d88768,60b2de7a5ecfb983b488,146250.0,2025,9,Sep,3,Friday,False
488,112,Bill Maldonado,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2026-03-07,1,Card,0.05,successful,retail_data1,3e1ac8e2f277b83d57b0,2cdf284a1b1b90e92bca,61750.0,2026,3,Mar,1,Saturday,True
489,111,Alyssa Mitchell,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-04-29,5,UPI,0.3,successful,retail_data1,4e95d1b9c6953645eeac,cfe2bbaa1c7696362590,28000.0,2025,4,Apr,2,Tuesday,False
490,21,Andrea Ford,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-05-17,4,UPI,0.4,successful,retail_data1,353b7a2bacc82a9c6d24,ae1a0cfdd6ef71e37e70,108000.0,2025,5,May,2,Saturday,True
491,62,Sarah Park,102,70000.0,Phone,Electronics,offline,Delhi,2026-01-17,3,UPI,0.3,successful,retail_data1,04d572a92cd8dd6dd750,3555e09b3ebfa8e07aaf,147000.0,2026,1,Jan,1,Saturday,True
492,741,Carla Spencer,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-06-05,2,Cash,0.25,successful,retail_data1,34f50ad2b79602ad5dcd,1ea5f895d1058bbf811b,1950.0,2025,6,Jun,2,Thursday,False
493,840,Veronica Ashley,104,8000.0,Shoes,Clothing,online,Delhi,2025-08-22,1,Card,0.15,successful,retail_data1,ee2f58209125cd568d07,7ff29b9c9beb1ebdc5b2,6800.0,2025,8,Aug,3,Friday,False
494,860,Christine Maddox,101,250000.0,Laptop,Electronics,online,Mumbai,2026-02-19,2,NetBanking,0.2,successful,retail_data1,50c9bc5c800bf0ffa326,3d177fb65f372b1e2129,400000.0,2026,2,Feb,1,Thursday,False
495,293,Luke Cummings,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-06-08,2,Card,0.1,successful,retail_data1,05975e0919aa17c67ef5,604eb5ec4af593ba6d4b,144000.0,2025,6,Jun,2,Sunday,True
496,481,Valerie Phillips,103,1300.0,Shirt,Clothing,online,Chennai,2025-10-30,1,NetBanking,0.4,successful,retail_data1,924f9c219200eca55869,84fae45c4f88b6998c5a,780.0,2025,10,Oct,4,Thursday,False
497,118,Tammy Harding,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-05-27,4,NetBanking,0.2,successful,retail_data1,f823aef5a0562ad44860,2e1911fca26866760e11,160000.0,2025,5,May,2,Tuesday,False
498,165,Rebecca Hays,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2026-02-02,3,Card,0.2,successful,retail_data1,adcad24a737e5808b499,5d3e0a62da3802c40189,108000.0,2026,2,Feb,1,Monday,False
499,396,Connie Edwards,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-04-09,2,NetBanking,0.25,successful,retail_data1,24f73d8ad939bc794185,f01d554ddaf23334f958,97500.0,2025,4,Apr,2,Wednesday,False
500,821,Margaret Parker,103,1300.0,Shirt,Clothing,offline,Delhi,2025-06-05,3,UPI,0.05,successful,retail_data1,efc2bdddd854f7da3a79,fc90d88bf42ec8db3722,3705.0,2025,6,Jun,2,Thursday,False
501,16,Cesar Dean,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-05-03,3,Cash,0.2,successful,retail_data1,e9921811fdd4ce066b7c,71f638649d60d5c9d9fd,3120.0,2025,5,May,2,Saturday,True
502,533,Andrew Riggs,101,250000.0,Laptop,Electronics,offline,Chennai,2025-07-05,1,UPI,0.2,successful,retail_data1,9e727158aae95d09f4ae,8824bfef2a1cf4b798dd,200000.0,2025,7,Jul,3,Saturday,True
503,434,Robert Sosa,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-08-01,4,UPI,0.15,successful,retail_data1,b054e80e6fc9410eb751,93ed328d6496db23e333,4420.0,2025,8,Aug,3,Friday,False
504,348,James Nash,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2026-03-23,1,NetBanking,0.15,successful,retail_data1,d267e2659aadead31909,7ffefc2a172ceacb3477,55250.0,2026,3,Mar,1,Monday,False
505,349,Joel Baker,103,1300.0,Shirt,Clothing,online,Bangalore,2026-01-20,5,Cash,0.35,successful,retail_data1,3a9445c9c51ea5d7d95f,128973934b994bcd2b8f,4225.0,2026,1,Jan,1,Tuesday,False
506,757,Yvette Clark,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-05-31,2,Cash,0.4,successful,retail_data1,fb83e27ab1213d4d5e58,46e6b0c6fe8f241f4507,96000.0,2025,5,May,2,Saturday,True
507,560,Anthony Lawrence,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-05-21,3,NetBanking,0.05,successful,retail_data1,ab06975a3ca9f219c529,84a3fd3dda3f9fd46679,185250.0,2025,5,May,2,Wednesday,False
508,514,Joshua Cummings,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-04-29,5,NetBanking,0.3,successful,retail_data1,1f0ee252057af91bc5f8,a7f318069a630288986c,175000.0,2025,4,Apr,2,Tuesday,False
509,247,David Cherry,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-09-22,1,NetBanking,0.1,successful,retail_data1,9c946e82b017f71f88ec,73786740821acf1c9b96,225000.0,2025,9,Sep,3,Monday,False
510,704,Susan Thomas,106,80000.0,Sofa,Furniture,offline,Chennai,2026-02-13,4,UPI,0.25,successful,retail_data1,d0eaa2e61d6d7ea439ef,bf861df10eb46dca0c8e,240000.0,2026,2,Feb,1,Friday,False
511,2,Steven Evans,106,80000.0,Sofa,Furniture,offline,Delhi,2025-09-13,3,UPI,0.4,successful,retail_data1,a6c45101e45fecc6ce25,8da4283256c2b569c385,144000.0,2025,9,Sep,3,Saturday,True
512,123,Trevor Sharp,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-04-30,3,UPI,0.25,successful,retail_data1,0f1f6a65a7c67b7165ac,2096ff804865f9c7fb2f,562500.0,2025,4,Apr,2,Wednesday,False
513,233,Jacqueline Thomas,102,70000.0,Phone,Electronics,offline,Chennai,2026-02-12,1,NetBanking,0.4,successful,retail_data1,b0363be5c8839099fe04,0fac68336a2b253cc5fe,42000.0,2026,2,Feb,1,Thursday,False
514,709,Mike Roberts,103,1300.0,Shirt,Clothing,offline,Hyderabad,2026-04-07,4,NetBanking,0.15,successful,retail_data1,ef943fae8a173f5adfdc,9e236d4d517b718776ef,4420.0,2026,4,Apr,2,Tuesday,False
515,73,Anthony Gonzalez,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-06-12,5,UPI,0.25,successful,retail_data1,1be6c94faf6ccf32c776,a00fed673f9921913c7c,243750.0,2025,6,Jun,2,Thursday,False
516,808,Brandon Hicks,103,1300.0,Shirt,Clothing,online,Mumbai,2025-05-29,1,NetBanking,0.35,successful,retail_data1,5a09166e01725779b05a,f9af7d4ccbd39b94d9d9,845.0,2025,5,May,2,Thursday,False
517,102,Jennifer Rodriguez,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-05-11,2,Cash,0.2,successful,retail_data1,469ceb3782b94a37a16f,88cb33b1018b03368c50,104000.0,2025,5,May,2,Sunday,True
518,747,Laura Edwards,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-05-17,1,Cash,0.1,successful,retail_data1,a10cf71c68cb5673d5b7,eab493e46c32b65b5469,40500.0,2025,5,May,2,Saturday,True
519,771,Matthew Greer,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-04-19,5,UPI,0.4,successful,retail_data1,3f3bea6b25b9a906a43c,6c3066c4e7501f3b0d16,150000.0,2025,4,Apr,2,Saturday,True
520,225,Caitlin Contreras,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-08-10,4,NetBanking,0.25,successful,retail_data1,c3e49c0b7449d89d6816,938d8ba3682875d72c4d,135000.0,2025,8,Aug,3,Sunday,True
521,99,Maria Mathews,104,8000.0,Shoes,Clothing,online,Mumbai,2026-03-18,3,Cash,0.25,successful,retail_data1,7ee08aa49efd31f046bc,eceec6f3bfb9ba906f02,18000.0,2026,3,Mar,1,Wednesday,False
522,677,Mario Evans,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-08-28,2,UPI,0.1,successful,retail_data1,641a38aff2bae7cb0f1c,440f0cb9d080696cde5f,27000.0,2025,8,Aug,3,Thursday,False
523,220,Maria Walker,102,70000.0,Phone,Electronics,offline,Bangalore,2026-12-04,3,Card,0.4,successful,retail_data1,c76ab918524edd26ba90,625288c1abbafea8e964,126000.0,2026,12,Dec,4,Friday,False
524,298,Ryan Massey,105,45000.0,Tv,Electronics,online,Delhi,2026-04-10,3,Card,0.2,successful,retail_data1,f2df03e7510fbf2bd2fe,4901076a899958a2dc49,108000.0,2026,4,Apr,2,Friday,False
525,537,Ernest Meyers,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-10-17,1,Card,0.1,successful,retail_data1,18fe93fa2346775ac0ce,6cda95af513eb677358e,58500.0,2025,10,Oct,4,Friday,False
526,742,Wesley Davis,105,45000.0,Tv,Electronics,online,Delhi,2025-05-28,2,Cash,0.35,successful,retail_data1,5b9633b24f3672c78120,7f08553d0bb146046c0a,58500.0,2025,5,May,2,Wednesday,False
527,217,Eric Cross,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-08-24,3,NetBanking,0.35,successful,retail_data1,5237d61b91bebbe1f345,209689cecaad3a68debc,156000.0,2025,8,Aug,3,Sunday,True
528,503,Lauren Thomas,104,8000.0,Shoes,Clothing,offline,Delhi,2025-11-09,3,UPI,0.15,successful,retail_data1,82d934e9f2b2dcff0b75,48b875cf42a3c136bd12,20400.0,2025,11,Nov,4,Sunday,True
529,896,Tara Church,104,8000.0,Shoes,Clothing,online,Mumbai,2025-12-26,4,Cash,0.35,successful,retail_data1,e199d2896181d7cf1af7,ccbfaed47a8d474de35f,20800.0,2025,12,Dec,4,Friday,False
530,274,Joseph Parker,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-07-19,1,UPI,0.1,successful,retail_data1,48aa520cac435014d8e4,e21122cc289f2fc531a0,40500.0,2025,7,Jul,3,Saturday,True
531,853,James Guerrero,102,70000.0,Phone,Electronics,offline,Mumbai,2025-05-03,1,Cash,0.3,successful,retail_data1,12d362225a57b02c41b0,7c51ef5252406d14553f,49000.0,2025,5,May,2,Saturday,True
532,620,Alexander Meyer,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-06-19,4,UPI,0.2,successful,retail_data1,58df4a025ecd1f67650a,9186dbdfb16f234dca72,160000.0,2025,6,Jun,2,Thursday,False
533,810,Mary Martin,101,250000.0,Laptop,Electronics,offline,Delhi,2025-12-19,1,Card,0.3,successful,retail_data1,1462c2728229b3a42867,4bb7762a673e5b9baabe,175000.0,2025,12,Dec,4,Friday,False
534,420,Marcus Wilkinson,102,70000.0,Phone,Electronics,offline,Hyderabad,2026-02-24,4,Cash,0.35,successful,retail_data1,b02011bc75596bc4a7e6,2af61e65381eac11776c,182000.0,2026,2,Feb,1,Tuesday,False
535,586,Michael Mason,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-05-04,1,UPI,0.15,successful,retail_data1,6800c67372141360b00b,313a92b3736280a87ef5,12750.0,2025,5,May,2,Sunday,True
536,907,Jeffrey Mccall,102,70000.0,Phone,Electronics,online,Hyderabad,2026-05-04,1,Card,0.15,successful,retail_data1,47fe75e59d0acad1a499,29b25225d7cb29e91e6f,59500.0,2026,5,May,2,Monday,False
537,826,Ryan Wade,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-06-25,3,Card,0.4,successful,retail_data1,42eb9d54757c6d51abff,56b78914b90084b3dc1d,117000.0,2025,6,Jun,2,Wednesday,False
538,104,Amanda Castillo,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-06-21,2,NetBanking,0.05,successful,retail_data1,5e6f5536a427d3fbd6ea,3c9c0c7607f6a92890ab,2470.0,2025,6,Jun,2,Saturday,True
539,763,David Howard,104,8000.0,Shoes,Clothing,offline,Delhi,2025-07-05,1,Cash,0.35,successful,retail_data1,63243b95cc98e32e940d,3ef31d3f84be7760ea9d,5200.0,2025,7,Jul,3,Saturday,True
540,123,Trevor Sharp,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-07-29,2,NetBanking,0.35,successful,retail_data1,0f1f6a65a7c67b7165ac,2096ff804865f9c7fb2f,58500.0,2025,7,Jul,3,Tuesday,False
541,719,Michelle Bates,104,8000.0,Shoes,Clothing,offline,Chennai,2025-09-18,5,UPI,0.15,successful,retail_data1,c36ea3050de8a479e412,1e4c04f93e594b44e339,34000.0,2025,9,Sep,3,Thursday,False
542,240,Traci Farmer,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-07-23,2,Cash,0.25,successful,retail_data1,4b3448fdf01b1e264b52,158a7ae748354ed63dcf,12000.0,2025,7,Jul,3,Wednesday,False
543,841,Diane Gomez,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-12-03,1,Cash,0.1,successful,retail_data1,063d06dea20c50fe7180,493482052b15ba7631c5,58500.0,2025,12,Dec,4,Wednesday,False
544,513,Brandon Sims,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-12-15,3,UPI,0.15,successful,retail_data1,51f1cbbcc3dc7c87cb52,b53102c20118e0af5484,114750.0,2025,12,Dec,4,Monday,False
545,459,Jason Moreno,105,45000.0,Tv,Electronics,online,Mumbai,2025-05-11,2,NetBanking,0.05,successful,retail_data1,ec0eed02314dcee52b4b,65beb6843a4dde331771,85500.0,2025,5,May,2,Sunday,True
546,647,Michelle Conway,107,50000.0,Dining Table,Furniture,online,Chennai,2025-10-23,3,Cash,0.1,successful,retail_data1,d3994be131c88b29ab7e,47397cd70e61856fd618,135000.0,2025,10,Oct,4,Thursday,False
547,227,Tracey Garcia,106,80000.0,Sofa,Furniture,online,Bangalore,2025-11-23,4,Card,0.25,successful,retail_data1,0886d39fbead9b166c43,6e2f86a5d0db190f3231,240000.0,2025,11,Nov,4,Sunday,True
548,618,Alan Torres,106,80000.0,Sofa,Furniture,online,Chennai,2025-09-21,3,NetBanking,0.1,successful,retail_data1,3c4a253fedb370c969f1,0febda905067e694d076,216000.0,2025,9,Sep,3,Sunday,True
549,994,Amy Edwards,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-04-19,4,Cash,0.1,successful,retail_data1,51ddb947b711d62a6825,f5d67c891aedb2bb4c20,28800.0,2025,4,Apr,2,Saturday,True
550,990,Carmen Bradford,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-09-23,5,Cash,0.2,successful,retail_data1,ed679fd2d784793a0691,3168b7595550c7ee98e9,1000000.0,2025,9,Sep,3,Tuesday,False
551,911,Kelly Le,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2026-03-01,3,UPI,0.2,successful,retail_data1,cbffc93beafe626b9849,93f098be2468ef8fb9f5,36000.0,2026,3,Mar,1,Sunday,True
552,3,Marc Carter,105,45000.0,Tv,Electronics,offline,Delhi,2025-05-27,4,Card,0.2,successful,retail_data1,747c60e9adac7109c248,6f5b420566061cc59921,144000.0,2025,5,May,2,Tuesday,False
553,354,Krista Oliver,102,70000.0,Phone,Electronics,offline,Delhi,2025-08-20,5,UPI,0.2,successful,retail_data1,94d4e2582bdc9ff61581,3b6ae44d034bcf51bb3b,280000.0,2025,8,Aug,3,Wednesday,False
554,203,Samantha Wells,103,1300.0,Shirt,Clothing,online,Hyderabad,2026-01-27,5,Cash,0.25,successful,retail_data1,9947078859e29abc53f6,d58fe9dfe532137df5b1,4875.0,2026,1,Jan,1,Tuesday,False
555,259,Kevin Ramirez,105,45000.0,Tv,Electronics,online,Hyderabad,2025-08-19,1,Card,0.35,successful,retail_data1,f81e5f075377d81bf399,c97299a55a1280884592,29250.0,2025,8,Aug,3,Tuesday,False
556,245,Brittany Harris,105,45000.0,Tv,Electronics,online,Delhi,2026-02-01,3,Cash,0.05,successful,retail_data1,ad4e4b95c0b8ae8dec41,5e0034fbe8e5471771ed,128250.0,2026,2,Feb,1,Sunday,True
557,513,Brandon Sims,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-12-30,1,NetBanking,0.25,successful,retail_data1,51f1cbbcc3dc7c87cb52,b53102c20118e0af5484,33750.0,2025,12,Dec,4,Tuesday,False
558,650,Michael Haynes,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-07-01,3,Cash,0.2,successful,retail_data1,7b235b7249967024157a,c52b7cb5a49d8d7909a7,36000.0,2026,7,Jul,3,Wednesday,False
559,482,Nathaniel Montes,102,70000.0,Phone,Electronics,offline,Chennai,2025-09-14,5,UPI,0.35,successful,retail_data1,070284d69cebaba0f34a,90b573fdaf282ff5a451,227500.0,2025,9,Sep,3,Sunday,True
560,878,Sarah Brown,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-06-28,2,NetBanking,0.15,successful,retail_data1,7bbe566abde868222ad2,0ef7d193ed730c039d08,76500.0,2025,6,Jun,2,Saturday,True
561,984,Janet Long,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-11-01,3,UPI,0.3,successful,retail_data1,07cef015b740fea3058e,12c62dc78d6051b4336b,31500.0,2025,11,Nov,4,Saturday,True
562,846,Chris Garcia,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-01-10,3,NetBanking,0.25,successful,retail_data1,d839d7118047ab5dff44,6cad2f25799a5fbd9636,562500.0,2025,1,Jan,1,Friday,False
563,849,Mark Carson,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-10-19,5,Card,0.35,successful,retail_data1,ba8971ac493bed24381d,5aae3ac919f88228e546,146250.0,2025,10,Oct,4,Sunday,True
564,847,Eric Mejia,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2026-03-26,5,UPI,0.2,successful,retail_data1,ac97b4c4e4e390c7f963,b7c8f895bd750455f03f,60000.0,2026,3,Mar,1,Thursday,False
565,758,Nichole Jones,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-01-04,5,Cash,0.4,successful,retail_data1,619d4c2306021529d41a,a7ff5be28e41c1675597,150000.0,2026,1,Jan,1,Sunday,True
566,267,Scott Price,102,70000.0,Phone,Electronics,online,Delhi,2025-06-06,1,Card,0.1,successful,retail_data1,5279839c2ca895760f8c,4f45f06f2a0bda7f0850,63000.0,2025,6,Jun,2,Friday,False
567,313,Mary Lowe,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-12-27,4,Cash,0.05,successful,retail_data1,27880315cca11c389b4f,b395cc43323d0754f99f,190000.0,2025,12,Dec,4,Saturday,True
568,945,Misty Parker,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-06-03,4,UPI,0.35,successful,retail_data1,09191b02e2a048ecdb6a,ebb451b7a4f9170f4c78,650000.0,2025,6,Jun,2,Tuesday,False
